trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2198,False,"{'a': 0.9, 'e': 0.0013258311930996567}",20,14,9.241938344278974,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2199,False,"{'a': 0.9, 'e': 0.0013246251136078964}",20,3,29.3609476657495,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2200,False,"{'a': 0.9, 'e': 0.0013234206790839148}",25,19,15.357231959195047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2201,False,"{'a': 0.9, 'e': 0.0013222178865376494}",20,10,19.713133322008055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2202,False,"{'a': 0.9, 'e': 0.0013210167329858293}",25,18,12.78275755823492,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2203,False,"{'a': 0.9, 'e': 0.0013198172154519551}",30,13,27.965487733751047,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2204,False,"{'a': 0.9, 'e': 0.0013186193309662815}",30,20,20.59381680557191,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2205,False,"{'a': 0.9, 'e': 0.0013174230765657993}",25,17,18.257483331956248,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2206,False,"{'a': 0.9, 'e': 0.0013162284492942151}",20,12,14.777923220753916,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2207,False,"{'a': 0.9, 'e': 0.0013150354462019354}",20,13,13.53361959954738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2208,False,"{'a': 0.9, 'e': 0.0013138440643460463}",20,8,24.606895504398178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2209,False,"{'a': 0.9, 'e': 0.0013126543007902975}",25,18,14.565730174208236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2210,False,"{'a': 0.9, 'e': 0.001311466152605082}",20,10,16.144009680954266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2211,False,"{'a': 0.9, 'e': 0.0013102796168674201}",25,19,11.01546919985616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2212,False,"{'a': 0.9, 'e': 0.0013090946906609393}",30,10,37.094355302908895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2213,False,"{'a': 0.9, 'e': 0.0013079113710758588}",20,15,8.252402195880627,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2214,False,"{'a': 0.9, 'e': 0.0013067296552089693}",20,14,12.274643182949456,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2215,False,"{'a': 0.9, 'e': 0.0013055495401636168}",20,12,14.255630473133655,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2216,False,"{'a': 0.9, 'e': 0.0013043710230496843}",25,9,29.83390224680806,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2217,False,"{'a': 0.9, 'e': 0.001303194100983574}",25,13,24.64166776730991,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2218,False,"{'a': 0.9, 'e': 0.00130201877108819}",25,9,27.565796143204924,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2219,False,"{'a': 0.9, 'e': 0.00130084503049292}",30,20,20.339421274249574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2220,False,"{'a': 0.9, 'e': 0.0012996728763336187}",20,13,11.491909953443033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2221,False,"{'a': 0.9, 'e': 0.0012985023057525897}",30,20,21.192302836751136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2222,False,"{'a': 0.9, 'e': 0.0012973333158985685}",20,11,11.357593488102864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2223,False,"{'a': 0.9, 'e': 0.0012961659039267045}",25,11,26.74501434108744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2224,False,"{'a': 0.9, 'e': 0.0012950000669985447}",20,16,7.4680733936111725,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2225,False,"{'a': 0.9, 'e': 0.001293835802282015}",20,13,12.103764109235694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2226,False,"{'a': 0.9, 'e': 0.001292673106951405}",25,15,22.501320089677083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2227,False,"{'a': 0.9, 'e': 0.0012915119781873484}",30,20,17.96546164939823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2228,False,"{'a': 0.9, 'e': 0.0012903524131768083}",25,20,7.604261568592856,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2229,False,"{'a': 0.9, 'e': 0.0012891944091130586}",20,12,14.401180042066498,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2230,False,"{'a': 0.9, 'e': 0.0012880379631956674}",25,18,13.354706086952683,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2231,False,"{'a': 0.9, 'e': 0.0012868830726304804}",20,10,19.317662321815316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2232,False,"{'a': 0.9, 'e': 0.0012857297346296037}",30,16,27.413636173552387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2233,False,"{'a': 0.9, 'e': 0.001284577946411387}",20,12,15.583251424833314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2234,False,"{'a': 0.9, 'e': 0.001283427705200407}",20,12,14.473420233634942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2235,False,"{'a': 0.9, 'e': 0.0012822790082274503}",30,22,17.232912175385913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2236,False,"{'a': 0.9, 'e': 0.0012811318527294973}",20,10,17.107757438411923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2237,False,"{'a': 0.9, 'e': 0.0012799862359497052}",30,18,24.20162592651574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2238,False,"{'a': 0.9, 'e': 0.0012788421551373917}",20,9,19.648436304197055,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2239,False,"{'a': 0.9, 'e': 0.001277699607548018}",20,11,16.227817215566475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2240,False,"{'a': 0.9, 'e': 0.0012765585904431726}",25,12,25.76136814408307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2241,False,"{'a': 0.9, 'e': 0.0012754191010905553}",20,13,14.621412241802721,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2242,False,"{'a': 0.9, 'e': 0.0012742811367639603}",25,8,33.674852652600386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2243,False,"{'a': 0.9, 'e': 0.0012731446947432598}",25,6,32.711758301977106,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2244,False,"{'a': 0.9, 'e': 0.0012720097723143886}",20,6,27.481750015134974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2245,False,"{'a': 0.9, 'e': 0.001270876366769327}",30,19,19.084177681042988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2246,False,"{'a': 0.9, 'e': 0.001269744475406085}",20,11,13.5851903704459,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2247,False,"{'a': 0.9, 'e': 0.001268614095528686}",30,17,23.342448717567034,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2248,False,"{'a': 0.9, 'e': 0.001267485224447151}",30,24,9.677965633346258,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2249,False,"{'a': 0.9, 'e': 0.0012663578594774827}",25,11,23.022732869519658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2250,False,"{'a': 0.9, 'e': 0.0012652319979416494}",20,12,17.152125886698393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2251,False,"{'a': 0.9, 'e': 0.0012641076371675685}",20,6,27.074540545058277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2252,False,"{'a': 0.9, 'e': 0.0012629847744890918}",20,11,19.664645897744386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2253,False,"{'a': 0.9, 'e': 0.0012618634072459887}",20,14,11.774323777630261,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2254,False,"{'a': 0.9, 'e': 0.0012607435327839308}",30,8,36.875320382587944,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2255,False,"{'a': 0.9, 'e': 0.001259625148454477}",20,12,17.572135216280014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2256,False,"{'a': 0.9, 'e': 0.001258508251615056}",25,13,20.84561325097392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2257,False,"{'a': 0.9, 'e': 0.001257392839628952}",25,20,11.759067639671862,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2258,False,"{'a': 0.9, 'e': 0.0012562789098652897}",20,12,16.130144785078404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2259,False,"{'a': 0.9, 'e': 0.0012551664596990172}",25,15,17.28598506737076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2260,False,"{'a': 0.9, 'e': 0.0012540554865108915}",30,18,24.13324597372792,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2261,False,"{'a': 0.9, 'e': 0.0012529459876874625}",20,13,12.900858158172088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2262,False,"{'a': 0.9, 'e': 0.001251837960621059}",25,11,28.942380374432254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2263,False,"{'a': 0.9, 'e': 0.0012507314027097715}",25,14,26.972132695669675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2264,False,"{'a': 0.9, 'e': 0.0012496263113574383}",25,17,15.734229819786286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2265,False,"{'a': 0.9, 'e': 0.0012485226839736299}",30,17,24.226029899963397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2266,False,"{'a': 0.9, 'e': 0.001247420517973633}",25,13,20.952554805516545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2267,False,"{'a': 0.9, 'e': 0.0012463198107784369}",30,24,11.230811400803297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2268,False,"{'a': 0.9, 'e': 0.0012452205598147174}",30,22,11.80959630415322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2269,False,"{'a': 0.9, 'e': 0.0012441227625148215}",20,9,17.44669881320432,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2270,False,"{'a': 0.9, 'e': 0.0012430264163167536}",20,8,20.404281515399525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2271,False,"{'a': 0.9, 'e': 0.001241931518664159}",30,24,10.272150759241455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2272,False,"{'a': 0.9, 'e': 0.001240838067006311}",25,20,8.67012893035273,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2273,False,"{'a': 0.9, 'e': 0.0012397460587980935}",20,12,14.553286592416239,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2274,False,"{'a': 0.9, 'e': 0.0012386554914999882}",25,14,22.631939207816067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2275,False,"{'a': 0.9, 'e': 0.0012375663625780596}",20,13,12.641555057131349,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2276,False,"{'a': 0.9, 'e': 0.0012364786695039389}",30,13,26.711447791539573,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2277,False,"{'a': 0.9, 'e': 0.0012353924097548113}",20,9,18.60360640308394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2278,False,"{'a': 0.9, 'e': 0.0012343075808133998}",25,11,-13.932236648169047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2279,False,"{'a': 0.9, 'e': 0.0012332241801679509}",25,8,37.39464064851305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2280,False,"{'a': 0.9, 'e': 0.0012321422053122213}",25,12,23.19546205135811,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2281,False,"{'a': 0.9, 'e': 0.0012310616537454615}",30,13,31.13948912334515,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2282,False,"{'a': 0.9, 'e': 0.0012299825229724027}",30,10,34.608465788914586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2283,False,"{'a': 0.9, 'e': 0.0012289048105032423}",20,14,12.82020214697151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2284,False,"{'a': 0.9, 'e': 0.0012278285138536287}",20,8,22.42489839460207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2285,False,"{'a': 0.9, 'e': 0.0012267536305446474}",20,10,19.254268622599376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2286,False,"{'a': 0.9, 'e': 0.0012256801581028078}",20,11,19.21315520170636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2287,False,"{'a': 0.9, 'e': 0.0012246080940600272}",35,23,22.72074069002744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2288,False,"{'a': 0.9, 'e': 0.0012235374359536172}",25,13,19.819872765127787,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2289,False,"{'a': 0.9, 'e': 0.0012224681813262706}",20,14,11.516374627296832,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2290,False,"{'a': 0.9, 'e': 0.001221400327726046}",25,6,32.11939747991684,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2291,False,"{'a': 0.9, 'e': 0.0012203338727063543}",20,12,15.512064594845967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2292,False,"{'a': 0.9, 'e': 0.0012192688138259445}",35,18,31.29211691339919,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2293,False,"{'a': 0.9, 'e': 0.0012182051486488903}",20,9,17.69613094135611,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2294,False,"{'a': 0.9, 'e': 0.001217142874744575}",20,5,26.1376630355572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2295,False,"{'a': 0.9, 'e': 0.0012160819896876787}",20,16,7.021627008016095,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2296,False,"{'a': 0.9, 'e': 0.0012150224910581645}",20,16,8.063709408513743,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2297,False,"{'a': 0.9, 'e': 0.0012139643764412637}",30,16,29.986324339060783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2298,False,"{'a': 0.9, 'e': 0.0012129076434274624}",20,12,13.060158386725838,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2299,False,"{'a': 0.9, 'e': 0.001211852289612489}",25,14,21.349240468513347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2300,False,"{'a': 0.9, 'e': 0.0012107983125972986}",30,16,27.34436163325847,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2301,False,"{'a': 0.9, 'e': 0.0012097457099880607}",25,17,20.038674733803134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2302,False,"{'a': 0.9, 'e': 0.0012086944793961454}",30,21,16.92034612240671,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2303,False,"{'a': 0.9, 'e': 0.0012076446184381092}",20,9,21.104022400277948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2304,False,"{'a': 0.9, 'e': 0.001206596124735682}",25,15,18.99544075960679,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2305,False,"{'a': 0.9, 'e': 0.0012055489959157538}",20,16,7.622699699938634,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2306,False,"{'a': 0.9, 'e': 0.0012045032296103613}",25,18,14.673626089127136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2307,False,"{'a': 0.9, 'e': 0.0012034588234566734}",25,20,9.363344884443059,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2308,False,"{'a': 0.9, 'e': 0.00120241577509698}",25,16,12.468345766367198,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2309,False,"{'a': 0.9, 'e': 0.0012013740821786758}",25,16,19.28876153634675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2310,False,"{'a': 0.9, 'e': 0.0012003337423542502}",20,11,17.617222434134685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2311,False,"{'a': 0.9, 'e': 0.0011992947532812712}",30,22,12.049850225602615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2312,False,"{'a': 0.9, 'e': 0.0011982571126223748}",30,23,13.940149035928542,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2313,False,"{'a': 0.9, 'e': 0.0011972208180452495}",30,18,23.30682063431083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2314,False,"{'a': 0.9, 'e': 0.0011961858672226249}",25,18,14.63526833853144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2315,False,"{'a': 0.9, 'e': 0.0011951522578322578}",30,15,22.76731605655381,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2316,False,"{'a': 0.9, 'e': 0.0011941199875569195}",20,4,29.774058485716424,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2317,False,"{'a': 0.9, 'e': 0.0011930890540843826}",35,18,30.184229228334953,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2318,False,"{'a': 0.9, 'e': 0.001192059455107408}",30,22,14.0171839638627,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2319,False,"{'a': 0.9, 'e': 0.0011910311883237324}",25,16,17.473591775592748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2320,False,"{'a': 0.9, 'e': 0.001190004251436055}",25,13,24.305973888241834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2321,False,"{'a': 0.9, 'e': 0.0011889786421520254}",20,7,24.957081395276933,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2322,False,"{'a': 0.9, 'e': 0.0011879543581842292}",20,15,8.641912717262743,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2323,False,"{'a': 0.9, 'e': 0.0011869313972501772}",25,15,20.70306730176434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2324,False,"{'a': 0.9, 'e': 0.0011859097570722913}",30,16,26.618356535231673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2325,False,"{'a': 0.9, 'e': 0.0011848894353778925}",30,16,24.756857547101042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2326,False,"{'a': 0.9, 'e': 0.0011838704298991881}",25,14,20.418014268394174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2327,False,"{'a': 0.9, 'e': 0.0011828527383732589}",30,22,14.730589559184164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2328,False,"{'a': 0.9, 'e': 0.0011818363585420469}",20,5,25.023883945405018,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2329,False,"{'a': 0.9, 'e': 0.0011808212881523426}",30,24,13.869259653572444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2330,False,"{'a': 0.9, 'e': 0.0011798075249557726}",25,17,12.546270962306135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2331,False,"{'a': 0.9, 'e': 0.0011787950667087872}",20,9,20.102820390872846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2332,False,"{'a': 0.9, 'e': 0.0011777839111726481}",25,17,13.425892425817786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2333,False,"{'a': 0.9, 'e': 0.0011767740561134154}",25,15,19.07174412259989,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2334,False,"{'a': 0.9, 'e': 0.0011757654993019358}",25,14,20.666543890110564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2335,False,"{'a': 0.9, 'e': 0.0011747582385138308}",25,18,13.176073799683397,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2336,False,"{'a': 0.9, 'e': 0.001173752271529483}",20,9,20.631735797808243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2337,False,"{'a': 0.9, 'e': 0.0011727475961340252}",30,20,16.958374390373546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2338,False,"{'a': 0.9, 'e': 0.0011717442101173278}",25,13,22.286133300460666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2339,False,"{'a': 0.9, 'e': 0.0011707421112739861}",20,14,10.698250818897773,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2340,False,"{'a': 0.9, 'e': 0.001169741297403309}",20,14,9.34334555620967,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2341,False,"{'a': 0.9, 'e': 0.0011687417663093069}",20,13,14.49411770781837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2342,False,"{'a': 0.9, 'e': 0.0011677435158006782}",30,16,25.049736804840986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2343,False,"{'a': 0.9, 'e': 0.0011667465436907998}",30,22,16.546154226958066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2344,False,"{'a': 0.9, 'e': 0.0011657508477977128}",20,11,17.995507568551222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2345,False,"{'a': 0.9, 'e': 0.0011647564259441117}",25,11,22.87561611558426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2346,False,"{'a': 0.9, 'e': 0.0011637632759573325}",20,13,12.141418448118593,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2347,False,"{'a': 0.9, 'e': 0.0011627713956693403}",20,15,11.093244453601425,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2348,False,"{'a': 0.9, 'e': 0.001161780782916718}",20,7,25.44754618018253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2349,False,"{'a': 0.9, 'e': 0.0011607914355406548}",20,10,16.728062785814014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2350,False,"{'a': 0.9, 'e': 0.0011598033513869326}",25,19,10.953977856436019,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2351,False,"{'a': 0.9, 'e': 0.0011588165283059168}",30,13,34.02204330482804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2352,False,"{'a': 0.9, 'e': 0.001157830964152543}",25,14,21.764906298696392,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2353,False,"{'a': 0.9, 'e': 0.0011568466567863061}",20,13,12.060305959820678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2354,False,"{'a': 0.9, 'e': 0.001155863604071248}",25,15,20.416615745340874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2355,False,"{'a': 0.9, 'e': 0.0011548818038759458}",30,15,28.877779055602325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2356,False,"{'a': 0.9, 'e': 0.0011539012540735017}",35,18,28.628871872614948,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2357,False,"{'a': 0.9, 'e': 0.0011529219525415306}",30,18,24.670311693230754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2358,False,"{'a': 0.9, 'e': 0.0011519438971621478}",20,9,23.977725186465985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2359,False,"{'a': 0.9, 'e': 0.0011509670858219593}",30,16,27.83431073182873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2360,False,"{'a': 0.9, 'e': 0.0011499915164120483}",20,10,18.91371630136898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2361,False,"{'a': 0.9, 'e': 0.001149017186827966}",25,16,16.69985602259493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2362,False,"{'a': 0.9, 'e': 0.001148044094969719}",20,8,22.823629786991404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2363,False,"{'a': 0.9, 'e': 0.0011470722387417573}",20,13,12.483503543873917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2364,False,"{'a': 0.9, 'e': 0.001146101616052965}",20,13,15.923852411706378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2365,False,"{'a': 0.9, 'e': 0.0011451322248166476}",30,14,31.879944941281423,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2366,False,"{'a': 0.9, 'e': 0.0011441640629505207}",30,12,36.06003087007864,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2367,False,"{'a': 0.9, 'e': 0.0011431971283766998}",25,11,23.22307901586566,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2368,False,"{'a': 0.9, 'e': 0.0011422314190216883}",20,11,21.9586198474598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2369,False,"{'a': 0.9, 'e': 0.0011412669328163668}",25,18,13.275870090165238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2370,False,"{'a': 0.9, 'e': 0.001140303667695982}",20,12,15.119737338634971,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2371,False,"{'a': 0.9, 'e': 0.0011393416216001352}",25,13,24.09027324437122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2372,False,"{'a': 0.9, 'e': 0.0011383807924727721}",20,8,25.5583946045279,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2373,False,"{'a': 0.9, 'e': 0.001137421178262171}",20,12,18.871762416078386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2374,False,"{'a': 0.9, 'e': 0.0011364627769209325}",30,21,19.124787595596796,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2375,False,"{'a': 0.9, 'e': 0.001135505586405968}",20,14,12.765417155378024,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2376,False,"{'a': 0.9, 'e': 0.001134549604678489}",25,16,17.512824030119543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2377,False,"{'a': 0.9, 'e': 0.0011335948297039966}",25,8,33.55952354227066,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2378,False,"{'a': 0.9, 'e': 0.0011326412594522706}",20,10,19.303244283798005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
