trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
864,False,"{'a': 0.9, 'e': 0.00859167554832929}",25,14,20.97106525321412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.9, 'e': 0.008571800759017655}",25,20,8.528475772895016,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.9, 'e': 0.00855199485339252}",20,11,15.037804121796624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.9, 'e': 0.008532257513497562}",25,15,19.481537463018633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.9, 'e': 0.008512588423208884}",20,7,21.74863725917414,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.9, 'e': 0.008492987268222367}",20,12,15.2270110921828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.9, 'e': 0.008473453736041102}",25,20,7.543576285901089,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.9, 'e': 0.008453987515962949}",25,13,23.620234677691855,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.9, 'e': 0.008434588299068171}",20,16,9.181087034617104,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.9, 'e': 0.00841525577820718}",20,13,11.870310748640678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.9, 'e': 0.008395989647988381}",25,13,23.595625185929965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.9, 'e': 0.008376789604766111}",30,17,23.939788012202882,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.9, 'e': 0.008357655346628676}",25,13,18.23164020102596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.9, 'e': 0.00833858657338648}",30,14,29.819703373310745,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.9, 'e': 0.008319582986560251}",25,8,31.47359459388787,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.9, 'e': 0.008300644289369361}",25,14,20.6938639574676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.9, 'e': 0.008281770186720242}",20,14,15.181182394652005,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.9, 'e': 0.008262960385194891}",30,19,22.072715400469047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.9, 'e': 0.008244214593039458}",35,25,18.646232494646288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.9, 'e': 0.00822553252015294}",30,16,29.87335970776902,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.9, 'e': 0.008206913878075957}",20,12,10.299025724579268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.9, 'e': 0.008188358379979615}",30,20,13.714048006295423,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.9, 'e': 0.008169865740654463}",25,20,9.82641524250373,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.9, 'e': 0.008151435676499525}",30,15,30.092520698767597,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.9, 'e': 0.008133067905511436}",20,16,6.370759566706976,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.9, 'e': 0.008114762147273646}",25,17,15.004639835377542,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.9, 'e': 0.008096518122945725}",30,8,43.1873294909962,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.9, 'e': 0.008078335555252744}",20,16,7.841804587627171,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.9, 'e': 0.008060214168474729}",30,18,23.29212583206638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.9, 'e': 0.008042153688436221}",25,12,26.97767679215432,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.9, 'e': 0.008024153842495902}",25,15,20.367725546458562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.9, 'e': 0.008006214359536303}",20,13,-0.1856067318820238,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.9, 'e': 0.007988334969953591}",30,17,20.700383910098054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.9, 'e': 0.007970515405647452}",25,12,14.73828543884266,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.9, 'e': 0.007952755400011028}",25,17,15.34222213083142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.9, 'e': 0.007935054687920953}",20,10,20.862114168908303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.9, 'e': 0.007917413005727451}",30,14,31.961112702553663,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.9, 'e': 0.007899830091244528}",25,18,15.749238441217237,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.9, 'e': 0.007882305683740222}",30,24,13.193222472532007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.9, 'e': 0.007864839523926942}",25,13,24.986519022598472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.9, 'e': 0.007847431353951871}",20,8,26.503117215118273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.9, 'e': 0.007830080917387464}",20,8,19.5394645079709,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.9, 'e': 0.007812787959221983}",20,12,14.93478693669474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.9, 'e': 0.007795552225850147}",30,14,31.67827198361426,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.9, 'e': 0.007778373465063818}",25,13,20.690244419357402,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.9, 'e': 0.007761251426042787}",20,13,11.156213078517832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.9, 'e': 0.0077441858593456135}",25,20,10.103498701390496,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.9, 'e': 0.0077271765169005385}",30,20,21.215163837116215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.9, 'e': 0.007710223151996472}",20,8,23.119437760660865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.9, 'e': 0.007693325519274046}",25,14,16.41586862407262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.9, 'e': 0.007676483374716738}",30,19,18.46555494229235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.9, 'e': 0.007659696475642058}",30,16,24.872900319973667,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.9, 'e': 0.007642964580692816}",35,21,23.876735815505015,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.9, 'e': 0.00762628744982843}",20,12,15.33099188812322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.9, 'e': 0.007609664844316334}",25,11,24.518448386925062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.9, 'e': 0.007593096526723422}",25,8,30.25013344198266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.9, 'e': 0.007576582260907574}",25,17,15.43254533740479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.9, 'e': 0.007560121812009247}",25,18,10.599805389363203,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.9, 'e': 0.0075437149464431105}",30,20,19.21087687801284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.9, 'e': 0.007527361431889777}",20,7,21.039160555669426,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.9, 'e': 0.007511061037287564}",20,11,12.393896879310839,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.9, 'e': 0.007494813532824344}",20,11,15.723617732546462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.9, 'e': 0.007478618689929429}",35,19,28.098764179457305,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.9, 'e': 0.0074624762812655464}",20,13,11.991587447954306,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.9, 'e': 0.007446386080720857}",25,10,30.578607636628835,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.9, 'e': 0.0074303478634010316}",35,22,26.588344185254673,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.9, 'e': 0.007414361405621395}",30,16,26.14375327463468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.9, 'e': 0.007398426484899129}",20,16,8.093586751531904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.9, 'e': 0.007382542879945532}",20,10,21.629516898478993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.9, 'e': 0.007366710370658331}",25,14,21.2585083288542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.9, 'e': 0.007350928738114062}",25,13,22.075178052450433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.9, 'e': 0.007335197764560502}",30,16,29.306612511172105,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.9, 'e': 0.007319517233409151}",20,9,20.856840631831773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.9, 'e': 0.007303886929227786}",20,13,16.094619110610402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.9, 'e': 0.007288306637733055}",25,8,33.03573427362547,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.9, 'e': 0.007272776145783136}",25,19,13.762167472605373,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.9, 'e': 0.0072572952413704475}",25,20,10.225507603971229,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.9, 'e': 0.0072418637136144074}",30,23,12.263865435260618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.9, 'e': 0.00722648135275426}",30,22,14.514389207800988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.9, 'e': 0.007211147950141943}",25,14,23.13446077883359,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.9, 'e': 0.00719586329823501}",25,18,15.308061817373416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.9, 'e': 0.0071806271905896155}",20,12,18.488580268354188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.9, 'e': 0.007165439421853533}",20,9,21.419573900104147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.9, 'e': 0.007150299787759249}",25,20,8.718307090787704,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.9, 'e': 0.007135208085117077}",20,10,14.618331079274018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.9, 'e': 0.00712016411180836}",20,14,10.684734930245188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.9, 'e': 0.00710516766677869}",20,15,8.657102894768737,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.9, 'e': 0.0070902185500311896}",25,12,24.24194433996058,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.9, 'e': 0.007075316562619854}",25,11,28.961407910179698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.9, 'e': 0.007060461506642923}",25,14,18.486728390898673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.9, 'e': 0.007045653185236314}",20,12,19.78850419077462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.9, 'e': 0.007030891402567103}",25,17,14.370799669657702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.9, 'e': 0.007016175963827039}",20,9,17.85816428070045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.9, 'e': 0.007001506675226131}",20,13,13.33534602043014,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.9, 'e': 0.006986883343986259}",20,12,15.085696881799493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.9, 'e': 0.006972305778334841}",25,19,11.561158258979589,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.9, 'e': 0.006957773787498547}",20,11,17.32137027832132,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.9, 'e': 0.006943287181697061}",20,5,30.274830470177555,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.9, 'e': 0.006928845772136878}",25,19,13.629949669797917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.9, 'e': 0.0069144493710051585}",30,21,20.03822345363438,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.9, 'e': 0.0069000977914636195}",20,15,6.877926361204745,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.9, 'e': 0.006885790847642471}",20,7,24.05736981590756,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.9, 'e': 0.006871528354634404}",25,12,27.18493973686906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.9, 'e': 0.0068573101284886105}",25,13,19.939488485057417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.9, 'e': 0.006843135986204849}",20,12,14.207217274834466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.9, 'e': 0.0068290057457275665}",20,0,32.33224852313169,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.9, 'e': 0.006814919225940045}",25,19,11.067298761898787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.9, 'e': 0.006800876246658597}",25,19,10.563783616723178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.9, 'e': 0.006786876628626811}",25,9,27.403336152362694,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.9, 'e': 0.006772920193509819}",20,7,23.950732448239936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.9, 'e': 0.006759006763888631}",20,13,10.491965019874735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.9, 'e': 0.006745136163254486}",30,14,30.37688469035711,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.9, 'e': 0.006731308216003259}",20,10,18.741453029391014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.9, 'e': 0.006717522747429898}",20,14,10.274148250187531,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.9, 'e': 0.0067037795837229155}",20,9,19.40855804876966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.9, 'e': 0.006690078551958898}",35,26,15.606386579796109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.9, 'e': 0.006676419480097077}",20,12,15.752484312263531,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.9, 'e': 0.006662802196973916}",25,11,22.0339195636444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.9, 'e': 0.006649226532297766}",25,10,29.254748582895264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.9, 'e': 0.0066356923166435225}",20,13,16.183788004283635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.9, 'e': 0.006622199381447353}",20,11,18.426026180919695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.9, 'e': 0.00660874755900144}",20,8,27.732503820260796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.9, 'e': 0.006595336682448776}",30,13,30.10731942826372,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.9, 'e': 0.006581966585777985}",20,9,18.89531021306153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.9, 'e': 0.006568637103818188}",25,12,21.989201987538475,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.9, 'e': 0.006555348072233899}",25,20,9.481841647447425,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.9, 'e': 0.006542099327519962}",25,11,30.323582177204656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.9, 'e': 0.006528890706996518}",25,11,24.102852175504946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.9, 'e': 0.006515722048804015}",20,7,23.39434169078684,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.9, 'e': 0.006502593191898253}",25,18,10.791073615855904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.9, 'e': 0.0064895039760454465}",25,19,12.444167587638956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.9, 'e': 0.006476454241817354}",25,11,22.42870379367672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.9, 'e': 0.006463443830586408}",20,9,18.43866157259062,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.9, 'e': 0.006450472584520899}",20,14,8.105310708440882,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.9, 'e': 0.006437540346580196}",30,16,23.971310672798467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.9, 'e': 0.006424646960509983}",25,11,30.79515650847491,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.9, 'e': 0.006411792270837544}",25,20,9.20506039585027,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.9, 'e': 0.006398976122867074}",25,15,19.424197303729464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.9, 'e': 0.006386198362675033}",20,10,23.352394168259877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.9, 'e': 0.00637345883710551}",30,8,44.563530332006025,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.9, 'e': 0.006360757393765646}",30,21,16.73946995620798,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.9, 'e': 0.006348093881021069}",25,18,13.290120041146373,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.9, 'e': 0.0063354681479913764}",35,11,39.62418992630057,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.9, 'e': 0.0063228800445456305}",20,6,24.940707251066204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.9, 'e': 0.006310329421297902}",20,14,12.727452687958348,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.9, 'e': 0.006297816129602839}",30,22,14.114722492950245,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.9, 'e': 0.006285340021551262}",20,13,14.1188549596793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.9, 'e': 0.006272900949965793}",25,11,28.70937504524734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.9, 'e': 0.006260498768396519}",25,17,14.649995294515191,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.9, 'e': 0.006248133331116678}",20,13,15.546557782282518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.9, 'e': 0.00623580449311838}",20,13,15.959510730266501,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.9, 'e': 0.006223512110108352}",20,16,8.077758251142757,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.9, 'e': 0.006211256038503722}",20,14,11.368424341397104,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.9, 'e': 0.006199036135427823}",25,17,15.518328654835644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.9, 'e': 0.0061868522587060285}",20,13,12.891228634003516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.9, 'e': 0.006174704266861615}",20,3,29.072983484287064,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.9, 'e': 0.0061625920191116625}",20,13,14.160644018414198,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.9, 'e': 0.00615051537536297}",25,11,23.793336748088265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.9, 'e': 0.006138474196208001}",20,13,14.13345000912933,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.9, 'e': 0.006126468342920868}",20,8,24.316118211260616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.9, 'e': 0.006114497677453336}",20,16,6.497984747160336,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.9, 'e': 0.006102562062430847}",20,11,17.010082182229155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.9, 'e': 0.006090661361148586}",20,11,15.094998432278546,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.9, 'e': 0.0060787954375675635}",20,16,8.059299895473984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.9, 'e': 0.006066964156310729}",25,12,24.626809844585235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.9, 'e': 0.00605516738265911}",25,20,11.089666260825773,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.9, 'e': 0.006043404982547972}",25,20,8.355475996688613,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.9, 'e': 0.006031676822563019}",30,18,24.66325552390966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.9, 'e': 0.006019982769936601}",30,23,15.344399003081094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.9, 'e': 0.006008322692543961}",20,8,24.051662764690352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.9, 'e': 0.0059966964588995045}",20,8,23.034599303752007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.9, 'e': 0.00598510393815309}",20,14,14.786319848426315,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.9, 'e': 0.005973545000086347}",20,16,10.371458443798986,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.9, 'e': 0.0059620195151090195}",20,6,28.23020503542153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.9, 'e': 0.005950527354255337}",20,15,10.452629336264083,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.9, 'e': 0.005939068389180401}",30,16,31.52385058411502,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.9, 'e': 0.005927642492156608}",20,15,8.112288583780874,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.9, 'e': 0.005916249536070084}",20,10,21.49455420859328,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.9, 'e': 0.005904889394417154}",30,20,21.953301258604803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.9, 'e': 0.005893561941300828}",20,16,9.125994472067529,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.9, 'e': 0.005882267051427313}",20,12,16.21022982472202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.9, 'e': 0.00587100460010255}",20,12,-28.785591157774885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1046,False,"{'a': 0.9, 'e': 0.005859774463228769}",25,14,14.236697078402209,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.9, 'e': 0.005848576517301071}",20,10,15.327409291393636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.9, 'e': 0.0058374106394040405}",20,8,22.516874338400186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
